id	name	category	provided_by
GOLD:ga0116158	ga0116158	biolink:Attribute	GOLD
GOLD:gp0138830	gp0138830	biolink:Attribute	GOLD
GOLD:ga0116153	ga0116153	biolink:Attribute	GOLD
GOLD:gp0138820	gp0138820	biolink:Attribute	GOLD
GOLD:ga0119875	ga0119875	biolink:Attribute	GOLD
GOLD:gp0137217	gp0137217	biolink:Attribute	GOLD
GOLD:gs0118581	gs0118581	biolink:Attribute	GOLD
GOLD:anaerobic_thermophilic_cellulolytic_sludge	anaerobic_thermophilic_cellulolytic_sludge	biolink:Attribute	GOLD
GOLD:ga0208041	ga0208041	biolink:Attribute	GOLD
GOLD:ga0208462	ga0208462	biolink:Attribute	GOLD
GOLD:ga0209508	ga0209508	biolink:Attribute	GOLD
GOLD:ga0208938	ga0208938	biolink:Attribute	GOLD
GOLD:ga0209409	ga0209409	biolink:Attribute	GOLD
GOLD:ga0208825	ga0208825	biolink:Attribute	GOLD
GOLD:ga0209720	ga0209720	biolink:Attribute	GOLD
GOLD:ga0209608	ga0209608	biolink:Attribute	GOLD
GOLD:ga0209408	ga0209408	biolink:Attribute	GOLD
GOLD:ga0208461	ga0208461	biolink:Attribute	GOLD
GOLD:ga0208693	ga0208693	biolink:Attribute	GOLD
GOLD:ga0208824	ga0208824	biolink:Attribute	GOLD
GOLD:ga0209204	ga0209204	biolink:Attribute	GOLD
GOLD:ga0208198	ga0208198	biolink:Attribute	GOLD
GOLD:ga0208823	ga0208823	biolink:Attribute	GOLD
GOLD:ga0209719	ga0209719	biolink:Attribute	GOLD
GOLD:ga0208695	ga0208695	biolink:Attribute	GOLD
GOLD:ga0209718	ga0209718	biolink:Attribute	GOLD
GOLD:ga0208564	ga0208564	biolink:Attribute	GOLD
GOLD:ga0209506	ga0209506	biolink:Attribute	GOLD
GOLD:ga0209407	ga0209407	biolink:Attribute	GOLD
GOLD:ga0208826	ga0208826	biolink:Attribute	GOLD
GOLD:ga0209203	ga0209203	biolink:Attribute	GOLD
GOLD:ga0209507	ga0209507	biolink:Attribute	GOLD
GOLD:ga0209201	ga0209201	biolink:Attribute	GOLD
GOLD:ga0208195	ga0208195	biolink:Attribute	GOLD
GOLD:ga0208458	ga0208458	biolink:Attribute	GOLD
GOLD:ga0209310	ga0209310	biolink:Attribute	GOLD
GOLD:ga0208197	ga0208197	biolink:Attribute	GOLD
GOLD:ga0208196	ga0208196	biolink:Attribute	GOLD
GOLD:ga0209606	ga0209606	biolink:Attribute	GOLD
GOLD:ga0208694	ga0208694	biolink:Attribute	GOLD
GOLD:ga0208940	ga0208940	biolink:Attribute	GOLD
GOLD:ga0208459	ga0208459	biolink:Attribute	GOLD
GOLD:ga0208040	ga0208040	biolink:Attribute	GOLD
GOLD:ga0208939	ga0208939	biolink:Attribute	GOLD
GOLD:ga0209200	ga0209200	biolink:Attribute	GOLD
GOLD:ga0209607	ga0209607	biolink:Attribute	GOLD
GOLD:ga0209717	ga0209717	biolink:Attribute	GOLD
GOLD:ga0209604	ga0209604	biolink:Attribute	GOLD
GOLD:ga0209099	ga0209099	biolink:Attribute	GOLD
GOLD:ga0209096	ga0209096	biolink:Attribute	GOLD
GOLD:ga0209605	ga0209605	biolink:Attribute	GOLD
GOLD:ga0208822	ga0208822	biolink:Attribute	GOLD
GOLD:ga0209098	ga0209098	biolink:Attribute	GOLD
GOLD:ga0209311	ga0209311	biolink:Attribute	GOLD
GOLD:ga0208460	ga0208460	biolink:Attribute	GOLD
GOLD:ga0209097	ga0209097	biolink:Attribute	GOLD
GOLD:ga0209202	ga0209202	biolink:Attribute	GOLD
GOLD:ga0268357	ga0268357	biolink:Attribute	GOLD
GOLD:gp0307528	gp0307528	biolink:Attribute	GOLD
GOLD:gs0134355	gs0134355	biolink:Attribute	GOLD
GOLD:sewage	sewage	biolink:Attribute	GOLD
GOLD:ga0268360	ga0268360	biolink:Attribute	GOLD
GOLD:gp0307529	gp0307529	biolink:Attribute	GOLD
GOLD:ga0302253	ga0302253	biolink:Attribute	GOLD
GOLD:gp0313028	gp0313028	biolink:Attribute	GOLD
GOLD:ga0302246	ga0302246	biolink:Attribute	GOLD
GOLD:gp0313021	gp0313021	biolink:Attribute	GOLD
GOLD:ga0302251	ga0302251	biolink:Attribute	GOLD
GOLD:gp0313026	gp0313026	biolink:Attribute	GOLD
GOLD:ga0302244	ga0302244	biolink:Attribute	GOLD
GOLD:gp0313019	gp0313019	biolink:Attribute	GOLD
GOLD:ga0302243	ga0302243	biolink:Attribute	GOLD
GOLD:gp0313018	gp0313018	biolink:Attribute	GOLD
GOLD:ga0302249	ga0302249	biolink:Attribute	GOLD
GOLD:gp0313024	gp0313024	biolink:Attribute	GOLD
GOLD:ga0302248	ga0302248	biolink:Attribute	GOLD
GOLD:gp0313023	gp0313023	biolink:Attribute	GOLD
GOLD:ga0302247	ga0302247	biolink:Attribute	GOLD
GOLD:gp0313022	gp0313022	biolink:Attribute	GOLD
GOLD:ga0302241	ga0302241	biolink:Attribute	GOLD
GOLD:gp0313016	gp0313016	biolink:Attribute	GOLD
GOLD:ga0302236	ga0302236	biolink:Attribute	GOLD
GOLD:gp0313011	gp0313011	biolink:Attribute	GOLD
GOLD:ga0302242	ga0302242	biolink:Attribute	GOLD
GOLD:gp0313017	gp0313017	biolink:Attribute	GOLD
GOLD:ga0302245	ga0302245	biolink:Attribute	GOLD
GOLD:gp0313020	gp0313020	biolink:Attribute	GOLD
GOLD:ga0302240	ga0302240	biolink:Attribute	GOLD
GOLD:gp0313015	gp0313015	biolink:Attribute	GOLD
GOLD:ga0302237	ga0302237	biolink:Attribute	GOLD
GOLD:gp0313012	gp0313012	biolink:Attribute	GOLD
GOLD:ga0302239	ga0302239	biolink:Attribute	GOLD
GOLD:gp0313014	gp0313014	biolink:Attribute	GOLD
GOLD:ga0302238	ga0302238	biolink:Attribute	GOLD
GOLD:gp0313013	gp0313013	biolink:Attribute	GOLD
GOLD:ga0268359	ga0268359	biolink:Attribute	GOLD
GOLD:ga0268356	ga0268356	biolink:Attribute	GOLD
GOLD:ga0302250	ga0302250	biolink:Attribute	GOLD
GOLD:gp0313025	gp0313025	biolink:Attribute	GOLD
GOLD:ga0302252	ga0302252	biolink:Attribute	GOLD
GOLD:gp0313027	gp0313027	biolink:Attribute	GOLD
GOLD:ga0119876	ga0119876	biolink:Attribute	GOLD
GOLD:gp0137218	gp0137218	biolink:Attribute	GOLD
GOLD:gs0118582	gs0118582	biolink:Attribute	GOLD
GOLD:ga0079101	ga0079101	biolink:Attribute	GOLD
GOLD:gp0119720	gp0119720	biolink:Attribute	GOLD
GOLD:illinois_usa	illinois_usa	biolink:NamedThing	GOLD
GOLD:aqueous	aqueous	biolink:Attribute	GOLD
GOLD:ga0079102	ga0079102	biolink:Attribute	GOLD
GOLD:gp0119721	gp0119721	biolink:Attribute	GOLD
GOLD:ga0079072	ga0079072	biolink:Attribute	GOLD
GOLD:gp0119691	gp0119691	biolink:Attribute	GOLD
GOLD:usa_illinois	usa_illinois	biolink:NamedThing	GOLD
GOLD:ga0079073	ga0079073	biolink:Attribute	GOLD
GOLD:gp0119692	gp0119692	biolink:Attribute	GOLD
GOLD:ga0079098	ga0079098	biolink:Attribute	GOLD
GOLD:gp0119717	gp0119717	biolink:Attribute	GOLD
GOLD:ga0079099	ga0079099	biolink:Attribute	GOLD
GOLD:gp0119718	gp0119718	biolink:Attribute	GOLD
GOLD:deep_ocean	deep_ocean	biolink:Attribute	GOLD
GOLD:ga0179951	ga0179951	biolink:Attribute	GOLD
GOLD:gp0197969	gp0197969	biolink:Attribute	GOLD
GOLD:japan_saitama_prefecture	japan_saitama_prefecture	biolink:NamedThing	GOLD
GOLD:marine	marine	biolink:Attribute	GOLD
GOLD:ga0307327	ga0307327	biolink:Attribute	GOLD
GOLD:gp0321314	gp0321314	biolink:Attribute	GOLD
GOLD:estuary	estuary	biolink:Attribute	GOLD
GOLD:sediment	sediment	biolink:Attribute	GOLD
GOLD:ga0307353	ga0307353	biolink:Attribute	GOLD
GOLD:gp0321340	gp0321340	biolink:Attribute	GOLD
GOLD:fungi-associated_bovine_rumen	fungi-associated_bovine_rumen	biolink:Attribute	GOLD
GOLD:ga0307340	ga0307340	biolink:Attribute	GOLD
GOLD:gp0321327	gp0321327	biolink:Attribute	GOLD
GOLD:freshwater	freshwater	biolink:Attribute	GOLD
GOLD:ga0099962	ga0099962	biolink:Attribute	GOLD
GOLD:gp0123945	gp0123945	biolink:Attribute	GOLD
GOLD:gs0117456	gs0117456	biolink:Attribute	GOLD
GOLD:sherbrooke_qc_canada	sherbrooke_qc_canada	biolink:NamedThing	GOLD
GOLD:solid_waste	solid_waste	biolink:Attribute	GOLD
GOLD:animal_waste	animal_waste	biolink:Attribute	GOLD
GOLD:pig_manure	pig_manure	biolink:Attribute	GOLD
GOLD:ga0100196	ga0100196	biolink:Attribute	GOLD
GOLD:gp0124001	gp0124001	biolink:Attribute	GOLD
GOLD:manure	manure	biolink:Attribute	GOLD
GOLD:ga0100195	ga0100195	biolink:Attribute	GOLD
GOLD:gp0124000	gp0124000	biolink:Attribute	GOLD
GOLD:ga0100194	ga0100194	biolink:Attribute	GOLD
GOLD:gp0123998	gp0123998	biolink:Attribute	GOLD
GOLD:ga0100241	ga0100241	biolink:Attribute	GOLD
GOLD:gp0124031	gp0124031	biolink:Attribute	GOLD
GOLD:ga0100239	ga0100239	biolink:Attribute	GOLD
GOLD:gp0124029	gp0124029	biolink:Attribute	GOLD
GOLD:ga0100242	ga0100242	biolink:Attribute	GOLD
GOLD:gp0124032	gp0124032	biolink:Attribute	GOLD
GOLD:ga0100240	ga0100240	biolink:Attribute	GOLD
GOLD:gp0124030	gp0124030	biolink:Attribute	GOLD
GOLD:ga0206119	ga0206119	biolink:Attribute	GOLD
GOLD:gp0224312	gp0224312	biolink:Attribute	GOLD
GOLD:gs0121620	gs0121620	biolink:Attribute	GOLD
GOLD:host-associated	host-associated	biolink:Attribute	GOLD
GOLD:arthropoda	arthropoda	biolink:Attribute	GOLD
GOLD:ant_dump	ant_dump	biolink:Attribute	GOLD
GOLD:ga0206107	ga0206107	biolink:Attribute	GOLD
GOLD:gp0224300	gp0224300	biolink:Attribute	GOLD
GOLD:ga0206101	ga0206101	biolink:Attribute	GOLD
GOLD:gp0224294	gp0224294	biolink:Attribute	GOLD
GOLD:ga0206106	ga0206106	biolink:Attribute	GOLD
GOLD:gp0224299	gp0224299	biolink:Attribute	GOLD
GOLD:ga0206103	ga0206103	biolink:Attribute	GOLD
GOLD:gp0224296	gp0224296	biolink:Attribute	GOLD
GOLD:ga0206102	ga0206102	biolink:Attribute	GOLD
GOLD:gp0224295	gp0224295	biolink:Attribute	GOLD
GOLD:ga0206112	ga0206112	biolink:Attribute	GOLD
GOLD:gp0224305	gp0224305	biolink:Attribute	GOLD
GOLD:ga0206118	ga0206118	biolink:Attribute	GOLD
GOLD:gp0224311	gp0224311	biolink:Attribute	GOLD
GOLD:ga0206116	ga0206116	biolink:Attribute	GOLD
GOLD:gp0224309	gp0224309	biolink:Attribute	GOLD
GOLD:ga0206117	ga0206117	biolink:Attribute	GOLD
GOLD:gp0224310	gp0224310	biolink:Attribute	GOLD
GOLD:ga0222425	ga0222425	biolink:Attribute	GOLD
GOLD:gp0224306	gp0224306	biolink:Attribute	GOLD
GOLD:ga0222426	ga0222426	biolink:Attribute	GOLD
GOLD:gp0224304	gp0224304	biolink:Attribute	GOLD
GOLD:ga0222420	ga0222420	biolink:Attribute	GOLD
GOLD:gp0224315	gp0224315	biolink:Attribute	GOLD
GOLD:ga0222422	ga0222422	biolink:Attribute	GOLD
GOLD:gp0224313	gp0224313	biolink:Attribute	GOLD
GOLD:ga0222428	ga0222428	biolink:Attribute	GOLD
GOLD:gp0224302	gp0224302	biolink:Attribute	GOLD
GOLD:ga0222421	ga0222421	biolink:Attribute	GOLD
GOLD:gp0224314	gp0224314	biolink:Attribute	GOLD
GOLD:ga0222419	ga0222419	biolink:Attribute	GOLD
GOLD:gp0224297	gp0224297	biolink:Attribute	GOLD
GOLD:ga0222429	ga0222429	biolink:Attribute	GOLD
GOLD:gp0224298	gp0224298	biolink:Attribute	GOLD
GOLD:ga0222423	ga0222423	biolink:Attribute	GOLD
GOLD:gp0224308	gp0224308	biolink:Attribute	GOLD
GOLD:ga0222424	ga0222424	biolink:Attribute	GOLD
GOLD:gp0224307	gp0224307	biolink:Attribute	GOLD
GOLD:ga0222427	ga0222427	biolink:Attribute	GOLD
GOLD:gp0224303	gp0224303	biolink:Attribute	GOLD
GOLD:ga0127530	ga0127530	biolink:Attribute	GOLD
GOLD:gp0139336	gp0139336	biolink:Attribute	GOLD
GOLD:gs0118459	gs0118459	biolink:Attribute	GOLD
GOLD:tucson_az_usa	tucson_az_usa	biolink:NamedThing	GOLD
GOLD:aphids	aphids	biolink:Attribute	GOLD
GOLD:rosa	rosa	biolink:Attribute	GOLD
GOLD:ga0127529	ga0127529	biolink:Attribute	GOLD
GOLD:gp0139340	gp0139340	biolink:Attribute	GOLD
GOLD:marana_az_usa	marana_az_usa	biolink:NamedThing	GOLD
GOLD:wheat	wheat	biolink:Attribute	GOLD
GOLD:ga0127525	ga0127525	biolink:Attribute	GOLD
GOLD:gp0139335	gp0139335	biolink:Attribute	GOLD
GOLD:cabbage	cabbage	biolink:Attribute	GOLD
GOLD:ga0127526	ga0127526	biolink:Attribute	GOLD
GOLD:gp0139339	gp0139339	biolink:Attribute	GOLD
GOLD:calyophus_hartwegii	calyophus_hartwegii	biolink:Attribute	GOLD
GOLD:ga0127521	ga0127521	biolink:Attribute	GOLD
GOLD:gp0139337	gp0139337	biolink:Attribute	GOLD
GOLD:brassica_oleracea	brassica_oleracea	biolink:Attribute	GOLD
GOLD:ga0168040	ga0168040	biolink:Attribute	GOLD
GOLD:gp0192426	gp0192426	biolink:Attribute	GOLD
GOLD:gs0127413	gs0127413	biolink:Attribute	GOLD
GOLD:usa_chicago	usa_chicago	biolink:NamedThing	GOLD
GOLD:aquatic	aquatic	biolink:Attribute	GOLD
GOLD:aquaculture	aquaculture	biolink:Attribute	GOLD
GOLD:aquarium_water	aquarium_water	biolink:Attribute	GOLD
GOLD:ga0168039	ga0168039	biolink:Attribute	GOLD
GOLD:gp0192425	gp0192425	biolink:Attribute	GOLD
GOLD:ga0168036	ga0168036	biolink:Attribute	GOLD
GOLD:gp0192422	gp0192422	biolink:Attribute	GOLD
GOLD:ga0168035	ga0168035	biolink:Attribute	GOLD
GOLD:gp0192421	gp0192421	biolink:Attribute	GOLD
GOLD:ga0168038	ga0168038	biolink:Attribute	GOLD
GOLD:gp0192424	gp0192424	biolink:Attribute	GOLD
GOLD:ga0168037	ga0168037	biolink:Attribute	GOLD
GOLD:gp0192423	gp0192423	biolink:Attribute	GOLD
GOLD:ga0168034	ga0168034	biolink:Attribute	GOLD
GOLD:gp0192420	gp0192420	biolink:Attribute	GOLD
GOLD:ga0168029	ga0168029	biolink:Attribute	GOLD
GOLD:gp0192415	gp0192415	biolink:Attribute	GOLD
GOLD:ga0168030	ga0168030	biolink:Attribute	GOLD
GOLD:gp0192416	gp0192416	biolink:Attribute	GOLD
GOLD:ga0168032	ga0168032	biolink:Attribute	GOLD
GOLD:gp0192418	gp0192418	biolink:Attribute	GOLD
GOLD:ga0004145	ga0004145	biolink:Attribute	GOLD
GOLD:gp0057565	gp0057565	biolink:Attribute	GOLD
GOLD:gs0090291	gs0090291	biolink:Attribute	GOLD
GOLD:key_west_florida_united_states	key_west_florida_united_states	biolink:NamedThing	GOLD
GOLD:tunicates	tunicates	biolink:Attribute	GOLD
GOLD:ascidians	ascidians	biolink:Attribute	GOLD
GOLD:ecteinascidia_turbinata	ecteinascidia_turbinata	biolink:Attribute	GOLD
GOLD:ga0004146	ga0004146	biolink:Attribute	GOLD
GOLD:gp0057566	gp0057566	biolink:Attribute	GOLD
GOLD:ga0004772	ga0004772	biolink:Attribute	GOLD
GOLD:gp0055931	gp0055931	biolink:Attribute	GOLD
GOLD:ga0004771	ga0004771	biolink:Attribute	GOLD
GOLD:gp0055930	gp0055930	biolink:Attribute	GOLD
GOLD:ga0052271	ga0052271	biolink:Attribute	GOLD
GOLD:gp0097874	gp0097874	biolink:Attribute	GOLD
GOLD:gs0111446	gs0111446	biolink:Attribute	GOLD
GOLD:fiji_south_pacific_ocean	fiji_south_pacific_ocean	biolink:NamedThing	GOLD
GOLD:sea_squirt	sea_squirt	biolink:Attribute	GOLD
GOLD:ga0210059	ga0210059	biolink:Attribute	GOLD
GOLD:ga0049071	ga0049071	biolink:Attribute	GOLD
GOLD:gp0095972	gp0095972	biolink:Attribute	GOLD
GOLD:gs0110132	gs0110132	biolink:Attribute	GOLD
GOLD:microbial	microbial	biolink:Attribute	GOLD
GOLD:bacteria	bacteria	biolink:Attribute	GOLD
GOLD:cyanobacterial	cyanobacterial	biolink:Attribute	GOLD
GOLD:ga0049069	ga0049069	biolink:Attribute	GOLD
GOLD:gp0095970	gp0095970	biolink:Attribute	GOLD
GOLD:ga0049072	ga0049072	biolink:Attribute	GOLD
GOLD:gp0095973	gp0095973	biolink:Attribute	GOLD
GOLD:ga0065178	ga0065178	biolink:Attribute	GOLD
GOLD:gp0095971	gp0095971	biolink:Attribute	GOLD
GOLD:ga0074209	ga0074209	biolink:Attribute	GOLD
GOLD:gp0115779	gp0115779	biolink:Attribute	GOLD
GOLD:gs0114788	gs0114788	biolink:Attribute	GOLD
GOLD:san_diego_ca	san_diego_ca	biolink:NamedThing	GOLD
GOLD:gut	gut	biolink:Attribute	GOLD
GOLD:ga0064013	ga0064013	biolink:Attribute	GOLD
GOLD:gp0106525	gp0106525	biolink:Attribute	GOLD
GOLD:gs0111415	gs0111415	biolink:Attribute	GOLD
GOLD:university_of_california_santa_cruz_usa	university_of_california_santa_cruz_usa	biolink:NamedThing	GOLD
GOLD:marine_cyanobacteria	marine_cyanobacteria	biolink:Attribute	GOLD
GOLD:ga0064014	ga0064014	biolink:Attribute	GOLD
GOLD:gp0106526	gp0106526	biolink:Attribute	GOLD
GOLD:ga0100364	ga0100364	biolink:Attribute	GOLD
GOLD:gp0124705	gp0124705	biolink:Attribute	GOLD
GOLD:gs0114891	gs0114891	biolink:Attribute	GOLD
GOLD:mobile_bay	mobile_bay	biolink:NamedThing	GOLD
GOLD:ga0102693	ga0102693	biolink:Attribute	GOLD
GOLD:gp0125739	gp0125739	biolink:Attribute	GOLD
GOLD:gs0117927	gs0117927	biolink:Attribute	GOLD
GOLD:salinas_de_campos_(mallorca)	salinas_de_campos_(mallorca)	biolink:NamedThing	GOLD
GOLD:hypersaline_water	hypersaline_water	biolink:Attribute	GOLD
Assembly_size:6	6	biolink:NamedThing	GOLD
GOLD:ga0102686	ga0102686	biolink:Attribute	GOLD
GOLD:gp0125737	gp0125737	biolink:Attribute	GOLD
GOLD:ga0115910	ga0115910	biolink:Attribute	GOLD
GOLD:gp0137009	gp0137009	biolink:Attribute	GOLD
GOLD:gs0118520	gs0118520	biolink:Attribute	GOLD
GOLD:germany	germany	biolink:NamedThing	GOLD
GOLD:chlorella_sacherophilia_(mzch_10155)_associated	chlorella_sacherophilia_(mzch_10155)_associated	biolink:Attribute	GOLD
GOLD:ga0115930	ga0115930	biolink:Attribute	GOLD
GOLD:gp0137008	gp0137008	biolink:Attribute	GOLD
GOLD:gs0118519	gs0118519	biolink:Attribute	GOLD
GOLD:micrasterias_crux-melitensis_(mzch_98)_associated	micrasterias_crux-melitensis_(mzch_98)_associated	biolink:Attribute	GOLD
GOLD:ga0131695	ga0131695	biolink:Attribute	GOLD
GOLD:gp0149040	gp0149040	biolink:Attribute	GOLD
GOLD:gs0120443	gs0120443	biolink:Attribute	GOLD
GOLD:botucatu_sao_paulo_state_brazil	botucatu_sao_paulo_state_brazil	biolink:NamedThing	GOLD
GOLD:attini_ant_fugus_garden	attini_ant_fugus_garden	biolink:Attribute	GOLD
GOLD:ga0133256	ga0133256	biolink:Attribute	GOLD
GOLD:gp0151203	gp0151203	biolink:Attribute	GOLD
GOLD:gs0121267	gs0121267	biolink:Attribute	GOLD
GOLD:attini_ant_fungus_garden	attini_ant_fungus_garden	biolink:Attribute	GOLD
GOLD:ga0136159	ga0136159	biolink:Attribute	GOLD
GOLD:gp0154003	gp0154003	biolink:Attribute	GOLD
GOLD:gs0121396	gs0121396	biolink:Attribute	GOLD
GOLD:henan_dengzhou_china	henan_dengzhou_china	biolink:NamedThing	GOLD
GOLD:endosymbionts	endosymbionts	biolink:Attribute	GOLD
GOLD:ga0136160	ga0136160	biolink:Attribute	GOLD
GOLD:gp0154056	gp0154056	biolink:Attribute	GOLD
GOLD:gs0121398	gs0121398	biolink:Attribute	GOLD
GOLD:shanxi_taiyuan_china	shanxi_taiyuan_china	biolink:NamedThing	GOLD
GOLD:ga0120394	ga0120394	biolink:Attribute	GOLD
GOLD:gp0138599	gp0138599	biolink:Attribute	GOLD
GOLD:gs0118657	gs0118657	biolink:Attribute	GOLD
GOLD:cyanobacteria_prochlorothrix_hollandica	cyanobacteria_prochlorothrix_hollandica	biolink:Attribute	GOLD
GOLD:ga0209911	ga0209911	biolink:Attribute	GOLD
GOLD:ga0209909	ga0209909	biolink:Attribute	GOLD
GOLD:ga0209902	ga0209902	biolink:Attribute	GOLD
GOLD:ga0209906	ga0209906	biolink:Attribute	GOLD
GOLD:ga0136809	ga0136809	biolink:Attribute	GOLD
GOLD:gp0155292	gp0155292	biolink:Attribute	GOLD
GOLD:gs0121514	gs0121514	biolink:Attribute	GOLD
GOLD:monterey_bay_california_usa	monterey_bay_california_usa	biolink:NamedThing	GOLD
GOLD:algae	algae	biolink:Attribute	GOLD
GOLD:brown_algae	brown_algae	biolink:Attribute	GOLD
GOLD:marine_brown_algae_(kelp)_associated	marine_brown_algae_(kelp)_associated	biolink:Attribute	GOLD
GOLD:ga0136854	ga0136854	biolink:Attribute	GOLD
GOLD:ga0136855	ga0136855	biolink:Attribute	GOLD
GOLD:gp0155293	gp0155293	biolink:Attribute	GOLD
GOLD:ga0120685	ga0120685	biolink:Attribute	GOLD
GOLD:gp0134405	gp0134405	biolink:Attribute	GOLD
GOLD:gs0118444	gs0118444	biolink:Attribute	GOLD
GOLD:usa_new_york_city	usa_new_york_city	biolink:NamedThing	GOLD
GOLD:built_environment	built_environment	biolink:Attribute	GOLD
GOLD:canal	canal	biolink:Attribute	GOLD
GOLD:aquatic_canal	aquatic_canal	biolink:Attribute	GOLD
GOLD:ga0187894	ga0187894	biolink:Attribute	GOLD
GOLD:gp0213378	gp0213378	biolink:Attribute	GOLD
GOLD:gs0118434	gs0118434	biolink:Attribute	GOLD
GOLD:usa_hawaii	usa_hawaii	biolink:NamedThing	GOLD
GOLD:cave	cave	biolink:Attribute	GOLD
GOLD:microbial_mat_on_rocks	microbial_mat_on_rocks	biolink:Attribute	GOLD
GOLD:ga0187892	ga0187892	biolink:Attribute	GOLD
GOLD:gp0213376	gp0213376	biolink:Attribute	GOLD
GOLD:usa_the_island_of_hawaii	usa_the_island_of_hawaii	biolink:NamedThing	GOLD
GOLD:bio-ooze	bio-ooze	biolink:Attribute	GOLD
GOLD:ga0187893	ga0187893	biolink:Attribute	GOLD
GOLD:gp0213377	gp0213377	biolink:Attribute	GOLD
GOLD:ga0187846	ga0187846	biolink:Attribute	GOLD
GOLD:gp0213330	gp0213330	biolink:Attribute	GOLD
GOLD:gs0118678	gs0118678	biolink:Attribute	GOLD
GOLD:brazil_state_of_minas_gerais	brazil_state_of_minas_gerais	biolink:NamedThing	GOLD
GOLD:biofilm	biofilm	biolink:Attribute	GOLD
GOLD:ga0247727	ga0247727	biolink:Attribute	GOLD
GOLD:gp0290897	gp0290897	biolink:Attribute	GOLD
GOLD:gs0118431	gs0118431	biolink:Attribute	GOLD
GOLD:usa_virginia	usa_virginia	biolink:NamedThing	GOLD
GOLD:ga0122856	ga0122856	biolink:Attribute	GOLD
GOLD:gp0136291	gp0136291	biolink:Attribute	GOLD
GOLD:subway	subway	biolink:Attribute	GOLD
GOLD:city	city	biolink:Attribute	GOLD
GOLD:city_subway_wood	city_subway_wood	biolink:Attribute	GOLD
GOLD:ga0122865	ga0122865	biolink:Attribute	GOLD
GOLD:gp0136300	gp0136300	biolink:Attribute	GOLD
GOLD:ga0122855	ga0122855	biolink:Attribute	GOLD
GOLD:gp0136290	gp0136290	biolink:Attribute	GOLD
GOLD:ga0122860	ga0122860	biolink:Attribute	GOLD
GOLD:gp0136295	gp0136295	biolink:Attribute	GOLD
GOLD:ga0122862	ga0122862	biolink:Attribute	GOLD
GOLD:gp0136297	gp0136297	biolink:Attribute	GOLD
GOLD:ga0122858	ga0122858	biolink:Attribute	GOLD
GOLD:gp0136293	gp0136293	biolink:Attribute	GOLD
GOLD:ga0122857	ga0122857	biolink:Attribute	GOLD
GOLD:gp0136292	gp0136292	biolink:Attribute	GOLD
GOLD:ga0122847	ga0122847	biolink:Attribute	GOLD
GOLD:gp0136282	gp0136282	biolink:Attribute	GOLD
GOLD:ga0122827	ga0122827	biolink:Attribute	GOLD
GOLD:gp0136211	gp0136211	biolink:Attribute	GOLD
GOLD:ga0122810	ga0122810	biolink:Attribute	GOLD
GOLD:gp0136172	gp0136172	biolink:Attribute	GOLD
GOLD:ga0122826	ga0122826	biolink:Attribute	GOLD
GOLD:gp0136210	gp0136210	biolink:Attribute	GOLD
GOLD:ga0122809	ga0122809	biolink:Attribute	GOLD
GOLD:gp0136171	gp0136171	biolink:Attribute	GOLD
GOLD:ga0122820	ga0122820	biolink:Attribute	GOLD
GOLD:gp0136204	gp0136204	biolink:Attribute	GOLD
GOLD:ga0122840	ga0122840	biolink:Attribute	GOLD
GOLD:gp0136275	gp0136275	biolink:Attribute	GOLD
GOLD:ga0122818	ga0122818	biolink:Attribute	GOLD
GOLD:gp0136180	gp0136180	biolink:Attribute	GOLD
GOLD:ga0122822	ga0122822	biolink:Attribute	GOLD
GOLD:gp0136206	gp0136206	biolink:Attribute	GOLD
GOLD:ga0122815	ga0122815	biolink:Attribute	GOLD
GOLD:gp0136177	gp0136177	biolink:Attribute	GOLD
GOLD:ga0122804	ga0122804	biolink:Attribute	GOLD
GOLD:gp0136120	gp0136120	biolink:Attribute	GOLD
GOLD:ga0122793	ga0122793	biolink:Attribute	GOLD
GOLD:gp0136109	gp0136109	biolink:Attribute	GOLD
GOLD:ga0122775	ga0122775	biolink:Attribute	GOLD
GOLD:gp0136091	gp0136091	biolink:Attribute	GOLD
GOLD:ga0122799	ga0122799	biolink:Attribute	GOLD
GOLD:gp0136115	gp0136115	biolink:Attribute	GOLD
GOLD:ga0122807	ga0122807	biolink:Attribute	GOLD
GOLD:gp0136123	gp0136123	biolink:Attribute	GOLD
GOLD:ga0122763	ga0122763	biolink:Attribute	GOLD
GOLD:gp0136079	gp0136079	biolink:Attribute	GOLD
GOLD:ga0122801	ga0122801	biolink:Attribute	GOLD
GOLD:gp0136117	gp0136117	biolink:Attribute	GOLD
GOLD:ga0122765	ga0122765	biolink:Attribute	GOLD
GOLD:gp0136081	gp0136081	biolink:Attribute	GOLD
GOLD:ga0122773	ga0122773	biolink:Attribute	GOLD
GOLD:gp0136089	gp0136089	biolink:Attribute	GOLD
GOLD:ga0122795	ga0122795	biolink:Attribute	GOLD
GOLD:gp0136111	gp0136111	biolink:Attribute	GOLD
GOLD:ga0122741	ga0122741	biolink:Attribute	GOLD
GOLD:gp0135999	gp0135999	biolink:Attribute	GOLD
GOLD:ga0120782	ga0120782	biolink:Attribute	GOLD
GOLD:gp0135017	gp0135017	biolink:Attribute	GOLD
GOLD:city_subway_metal	city_subway_metal	biolink:Attribute	GOLD
GOLD:ga0120780	ga0120780	biolink:Attribute	GOLD
