id	name	category	provided_by
GOLD:ga0208744	ga0208744	biolink:Attribute	GOLD
GOLD:ga0208455	ga0208455	biolink:Attribute	GOLD
GOLD:ga0208039	ga0208039	biolink:Attribute	GOLD
GOLD:ga0208376	ga0208376	biolink:Attribute	GOLD
GOLD:ga0208689	ga0208689	biolink:Attribute	GOLD
GOLD:ga0208562	ga0208562	biolink:Attribute	GOLD
GOLD:ga0208193	ga0208193	biolink:Attribute	GOLD
GOLD:ga0208497	ga0208497	biolink:Attribute	GOLD
GOLD:ga0208260	ga0208260	biolink:Attribute	GOLD
GOLD:ga0208687	ga0208687	biolink:Attribute	GOLD
GOLD:ga0208389	ga0208389	biolink:Attribute	GOLD
GOLD:ga0208692	ga0208692	biolink:Attribute	GOLD
GOLD:ga0208190	ga0208190	biolink:Attribute	GOLD
GOLD:ga0208495	ga0208495	biolink:Attribute	GOLD
GOLD:ga0208192	ga0208192	biolink:Attribute	GOLD
GOLD:ga0208688	ga0208688	biolink:Attribute	GOLD
GOLD:ga0208105	ga0208105	biolink:Attribute	GOLD
GOLD:ga0208191	ga0208191	biolink:Attribute	GOLD
GOLD:ga0208819	ga0208819	biolink:Attribute	GOLD
GOLD:ga0208563	ga0208563	biolink:Attribute	GOLD
GOLD:ga0208937	ga0208937	biolink:Attribute	GOLD
GOLD:ga0208188	ga0208188	biolink:Attribute	GOLD
GOLD:ga0208249	ga0208249	biolink:Attribute	GOLD
GOLD:ga0208820	ga0208820	biolink:Attribute	GOLD
GOLD:ga0208864	ga0208864	biolink:Attribute	GOLD
GOLD:ga0208496	ga0208496	biolink:Attribute	GOLD
GOLD:ga0208248	ga0208248	biolink:Attribute	GOLD
GOLD:ga0208379	ga0208379	biolink:Attribute	GOLD
GOLD:ga0207954	ga0207954	biolink:Attribute	GOLD
GOLD:ga0208691	ga0208691	biolink:Attribute	GOLD
GOLD:ga0208613	ga0208613	biolink:Attribute	GOLD
GOLD:ga0208507	ga0208507	biolink:Attribute	GOLD
GOLD:ga0208741	ga0208741	biolink:Attribute	GOLD
GOLD:ga0209708	ga0209708	biolink:Attribute	GOLD
GOLD:ga0208104	ga0208104	biolink:Attribute	GOLD
GOLD:ga0208110	ga0208110	biolink:Attribute	GOLD
GOLD:ga0208388	ga0208388	biolink:Attribute	GOLD
GOLD:ga0208869	ga0208869	biolink:Attribute	GOLD
GOLD:ga0208386	ga0208386	biolink:Attribute	GOLD
GOLD:ga0208867	ga0208867	biolink:Attribute	GOLD
GOLD:ga0208258	ga0208258	biolink:Attribute	GOLD
GOLD:ga0208498	ga0208498	biolink:Attribute	GOLD
GOLD:ga0210032	ga0210032	biolink:Attribute	GOLD
GOLD:ga0210047	ga0210047	biolink:Attribute	GOLD
GOLD:ga0208873	ga0208873	biolink:Attribute	GOLD
GOLD:ga0208499	ga0208499	biolink:Attribute	GOLD
GOLD:ga0210006	ga0210006	biolink:Attribute	GOLD
GOLD:ga0208828	ga0208828	biolink:Attribute	GOLD
GOLD:ga0210037	ga0210037	biolink:Attribute	GOLD
GOLD:ga0210004	ga0210004	biolink:Attribute	GOLD
GOLD:ga0208457	ga0208457	biolink:Attribute	GOLD
GOLD:ga0208325	ga0208325	biolink:Attribute	GOLD
GOLD:ga0210046	ga0210046	biolink:Attribute	GOLD
GOLD:ga0210033	ga0210033	biolink:Attribute	GOLD
GOLD:ga0210031	ga0210031	biolink:Attribute	GOLD
GOLD:ga0210015	ga0210015	biolink:Attribute	GOLD
GOLD:ga0210009	ga0210009	biolink:Attribute	GOLD
GOLD:ga0209100	ga0209100	biolink:Attribute	GOLD
GOLD:ga0210039	ga0210039	biolink:Attribute	GOLD
GOLD:ga0210016	ga0210016	biolink:Attribute	GOLD
GOLD:ga0208872	ga0208872	biolink:Attribute	GOLD
GOLD:ga0210034	ga0210034	biolink:Attribute	GOLD
GOLD:ga0210028	ga0210028	biolink:Attribute	GOLD
GOLD:ga0210054	ga0210054	biolink:Attribute	GOLD
GOLD:ga0209182	ga0209182	biolink:Attribute	GOLD
GOLD:ga0210036	ga0210036	biolink:Attribute	GOLD
GOLD:ga0210053	ga0210053	biolink:Attribute	GOLD
GOLD:ga0210050	ga0210050	biolink:Attribute	GOLD
GOLD:ga0210051	ga0210051	biolink:Attribute	GOLD
GOLD:ga0210040	ga0210040	biolink:Attribute	GOLD
GOLD:ga0210013	ga0210013	biolink:Attribute	GOLD
GOLD:ga0256812	ga0256812	biolink:Attribute	GOLD
GOLD:gp0296345	gp0296345	biolink:Attribute	GOLD
GOLD:gs0133548	gs0133548	biolink:Attribute	GOLD
GOLD:ga0256809	ga0256809	biolink:Attribute	GOLD
GOLD:gp0296342	gp0296342	biolink:Attribute	GOLD
GOLD:ga0256813	ga0256813	biolink:Attribute	GOLD
GOLD:gp0296346	gp0296346	biolink:Attribute	GOLD
GOLD:ga0256823	ga0256823	biolink:Attribute	GOLD
GOLD:gp0296356	gp0296356	biolink:Attribute	GOLD
GOLD:ga0256818	ga0256818	biolink:Attribute	GOLD
GOLD:gp0296351	gp0296351	biolink:Attribute	GOLD
GOLD:ga0256810	ga0256810	biolink:Attribute	GOLD
GOLD:gp0296343	gp0296343	biolink:Attribute	GOLD
GOLD:ga0256804	ga0256804	biolink:Attribute	GOLD
GOLD:gp0296337	gp0296337	biolink:Attribute	GOLD
GOLD:ga0256803	ga0256803	biolink:Attribute	GOLD
GOLD:gp0296336	gp0296336	biolink:Attribute	GOLD
GOLD:ga0256821	ga0256821	biolink:Attribute	GOLD
GOLD:gp0296354	gp0296354	biolink:Attribute	GOLD
GOLD:ga0255155	ga0255155	biolink:Attribute	GOLD
GOLD:gp0293348	gp0293348	biolink:Attribute	GOLD
GOLD:ga0255160	ga0255160	biolink:Attribute	GOLD
GOLD:gp0293353	gp0293353	biolink:Attribute	GOLD
GOLD:ga0255170	ga0255170	biolink:Attribute	GOLD
GOLD:gp0293363	gp0293363	biolink:Attribute	GOLD
GOLD:ga0256814	ga0256814	biolink:Attribute	GOLD
GOLD:gp0296347	gp0296347	biolink:Attribute	GOLD
GOLD:ga0255166	ga0255166	biolink:Attribute	GOLD
GOLD:gp0293359	gp0293359	biolink:Attribute	GOLD
GOLD:ga0256807	ga0256807	biolink:Attribute	GOLD
GOLD:gp0296340	gp0296340	biolink:Attribute	GOLD
GOLD:ga0255156	ga0255156	biolink:Attribute	GOLD
GOLD:gp0293349	gp0293349	biolink:Attribute	GOLD
GOLD:ga0256806	ga0256806	biolink:Attribute	GOLD
GOLD:gp0296339	gp0296339	biolink:Attribute	GOLD
GOLD:ga0210152	ga0210152	biolink:Attribute	GOLD
GOLD:ga0209975	ga0209975	biolink:Attribute	GOLD
GOLD:ga0210157	ga0210157	biolink:Attribute	GOLD
GOLD:ga0207424	ga0207424	biolink:Attribute	GOLD
GOLD:ga0209516	ga0209516	biolink:Attribute	GOLD
GOLD:gp0054756	gp0054756	biolink:Attribute	GOLD
GOLD:ga0210149	ga0210149	biolink:Attribute	GOLD
GOLD:ga0255188	ga0255188	biolink:Attribute	GOLD
GOLD:gp0293381	gp0293381	biolink:Attribute	GOLD
GOLD:ga0210147	ga0210147	biolink:Attribute	GOLD
GOLD:ga0210150	ga0210150	biolink:Attribute	GOLD
GOLD:ga0210148	ga0210148	biolink:Attribute	GOLD
GOLD:ga0255074	ga0255074	biolink:Attribute	GOLD
GOLD:gp0293267	gp0293267	biolink:Attribute	GOLD
GOLD:usa_oregon	usa_oregon	biolink:NamedThing	GOLD
GOLD:ga0255090	ga0255090	biolink:Attribute	GOLD
GOLD:gp0293283	gp0293283	biolink:Attribute	GOLD
GOLD:ga0255116	ga0255116	biolink:Attribute	GOLD
GOLD:gp0293309	gp0293309	biolink:Attribute	GOLD
GOLD:usa_new_york	usa_new_york	biolink:NamedThing	GOLD
GOLD:ga0255106	ga0255106	biolink:Attribute	GOLD
GOLD:gp0293299	gp0293299	biolink:Attribute	GOLD
GOLD:ga0255098	ga0255098	biolink:Attribute	GOLD
GOLD:gp0293291	gp0293291	biolink:Attribute	GOLD
GOLD:ga0255071	ga0255071	biolink:Attribute	GOLD
GOLD:gp0293264	gp0293264	biolink:Attribute	GOLD
GOLD:ga0255099	ga0255099	biolink:Attribute	GOLD
GOLD:gp0293292	gp0293292	biolink:Attribute	GOLD
GOLD:ga0255067	ga0255067	biolink:Attribute	GOLD
GOLD:gp0293260	gp0293260	biolink:Attribute	GOLD
GOLD:ga0255089	ga0255089	biolink:Attribute	GOLD
GOLD:gp0293282	gp0293282	biolink:Attribute	GOLD
GOLD:ga0255066	ga0255066	biolink:Attribute	GOLD
GOLD:gp0293259	gp0293259	biolink:Attribute	GOLD
GOLD:ga0255110	ga0255110	biolink:Attribute	GOLD
GOLD:gp0293303	gp0293303	biolink:Attribute	GOLD
GOLD:ga0255070	ga0255070	biolink:Attribute	GOLD
GOLD:gp0293263	gp0293263	biolink:Attribute	GOLD
GOLD:ga0255069	ga0255069	biolink:Attribute	GOLD
GOLD:gp0293262	gp0293262	biolink:Attribute	GOLD
GOLD:ga0255073	ga0255073	biolink:Attribute	GOLD
GOLD:gp0293266	gp0293266	biolink:Attribute	GOLD
GOLD:ga0255107	ga0255107	biolink:Attribute	GOLD
GOLD:gp0293300	gp0293300	biolink:Attribute	GOLD
GOLD:ga0255092	ga0255092	biolink:Attribute	GOLD
GOLD:gp0293285	gp0293285	biolink:Attribute	GOLD
GOLD:ga0255064	ga0255064	biolink:Attribute	GOLD
GOLD:gp0293257	gp0293257	biolink:Attribute	GOLD
GOLD:ga0255082	ga0255082	biolink:Attribute	GOLD
GOLD:gp0293275	gp0293275	biolink:Attribute	GOLD
GOLD:ga0255080	ga0255080	biolink:Attribute	GOLD
GOLD:gp0293273	gp0293273	biolink:Attribute	GOLD
GOLD:ga0255076	ga0255076	biolink:Attribute	GOLD
GOLD:gp0293269	gp0293269	biolink:Attribute	GOLD
GOLD:ga0255065	ga0255065	biolink:Attribute	GOLD
GOLD:gp0293258	gp0293258	biolink:Attribute	GOLD
GOLD:ga0255105	ga0255105	biolink:Attribute	GOLD
GOLD:gp0293298	gp0293298	biolink:Attribute	GOLD
GOLD:ga0255102	ga0255102	biolink:Attribute	GOLD
GOLD:gp0293295	gp0293295	biolink:Attribute	GOLD
GOLD:ga0255114	ga0255114	biolink:Attribute	GOLD
GOLD:gp0293307	gp0293307	biolink:Attribute	GOLD
GOLD:ga0255104	ga0255104	biolink:Attribute	GOLD
GOLD:gp0293297	gp0293297	biolink:Attribute	GOLD
GOLD:ga0255113	ga0255113	biolink:Attribute	GOLD
GOLD:gp0293306	gp0293306	biolink:Attribute	GOLD
GOLD:ga0255115	ga0255115	biolink:Attribute	GOLD
GOLD:gp0293308	gp0293308	biolink:Attribute	GOLD
GOLD:ga0255108	ga0255108	biolink:Attribute	GOLD
GOLD:gp0293301	gp0293301	biolink:Attribute	GOLD
GOLD:ga0255112	ga0255112	biolink:Attribute	GOLD
GOLD:gp0293305	gp0293305	biolink:Attribute	GOLD
GOLD:ga0255063	ga0255063	biolink:Attribute	GOLD
GOLD:gp0293256	gp0293256	biolink:Attribute	GOLD
GOLD:ga0255100	ga0255100	biolink:Attribute	GOLD
GOLD:gp0293293	gp0293293	biolink:Attribute	GOLD
GOLD:ga0255083	ga0255083	biolink:Attribute	GOLD
GOLD:gp0293276	gp0293276	biolink:Attribute	GOLD
GOLD:ga0255111	ga0255111	biolink:Attribute	GOLD
GOLD:gp0293304	gp0293304	biolink:Attribute	GOLD
GOLD:ga0255081	ga0255081	biolink:Attribute	GOLD
GOLD:gp0293274	gp0293274	biolink:Attribute	GOLD
GOLD:ga0255078	ga0255078	biolink:Attribute	GOLD
GOLD:gp0293271	gp0293271	biolink:Attribute	GOLD
GOLD:ga0255204	ga0255204	biolink:Attribute	GOLD
GOLD:gp0293397	gp0293397	biolink:Attribute	GOLD
GOLD:ga0255198	ga0255198	biolink:Attribute	GOLD
GOLD:gp0293391	gp0293391	biolink:Attribute	GOLD
GOLD:ga0255212	ga0255212	biolink:Attribute	GOLD
GOLD:gp0293405	gp0293405	biolink:Attribute	GOLD
GOLD:ga0255131	ga0255131	biolink:Attribute	GOLD
GOLD:gp0293324	gp0293324	biolink:Attribute	GOLD
GOLD:ga0255129	ga0255129	biolink:Attribute	GOLD
GOLD:gp0293322	gp0293322	biolink:Attribute	GOLD
GOLD:ga0255135	ga0255135	biolink:Attribute	GOLD
GOLD:gp0293328	gp0293328	biolink:Attribute	GOLD
GOLD:ga0255136	ga0255136	biolink:Attribute	GOLD
GOLD:gp0293329	gp0293329	biolink:Attribute	GOLD
GOLD:ga0255139	ga0255139	biolink:Attribute	GOLD
GOLD:gp0293332	gp0293332	biolink:Attribute	GOLD
GOLD:ga0255134	ga0255134	biolink:Attribute	GOLD
GOLD:gp0293327	gp0293327	biolink:Attribute	GOLD
GOLD:ga0255132	ga0255132	biolink:Attribute	GOLD
GOLD:gp0293325	gp0293325	biolink:Attribute	GOLD
GOLD:ga0255126	ga0255126	biolink:Attribute	GOLD
GOLD:gp0293319	gp0293319	biolink:Attribute	GOLD
GOLD:ga0255124	ga0255124	biolink:Attribute	GOLD
GOLD:gp0293317	gp0293317	biolink:Attribute	GOLD
GOLD:ga0255140	ga0255140	biolink:Attribute	GOLD
GOLD:gp0293333	gp0293333	biolink:Attribute	GOLD
GOLD:ga0255127	ga0255127	biolink:Attribute	GOLD
GOLD:gp0293320	gp0293320	biolink:Attribute	GOLD
GOLD:ga0255096	ga0255096	biolink:Attribute	GOLD
GOLD:gp0293289	gp0293289	biolink:Attribute	GOLD
GOLD:ga0255220	ga0255220	biolink:Attribute	GOLD
GOLD:gp0293413	gp0293413	biolink:Attribute	GOLD
GOLD:ga0209127	ga0209127	biolink:Attribute	GOLD
GOLD:ga0255109	ga0255109	biolink:Attribute	GOLD
GOLD:gp0293302	gp0293302	biolink:Attribute	GOLD
GOLD:ga0255138	ga0255138	biolink:Attribute	GOLD
GOLD:gp0293331	gp0293331	biolink:Attribute	GOLD
GOLD:ga0255130	ga0255130	biolink:Attribute	GOLD
GOLD:gp0293323	gp0293323	biolink:Attribute	GOLD
GOLD:ga0255128	ga0255128	biolink:Attribute	GOLD
GOLD:gp0293321	gp0293321	biolink:Attribute	GOLD
GOLD:ga0255087	ga0255087	biolink:Attribute	GOLD
GOLD:gp0293280	gp0293280	biolink:Attribute	GOLD
GOLD:ga0255210	ga0255210	biolink:Attribute	GOLD
GOLD:gp0293403	gp0293403	biolink:Attribute	GOLD
GOLD:ga0255133	ga0255133	biolink:Attribute	GOLD
GOLD:gp0293326	gp0293326	biolink:Attribute	GOLD
GOLD:ga0255137	ga0255137	biolink:Attribute	GOLD
GOLD:gp0293330	gp0293330	biolink:Attribute	GOLD
GOLD:ga0255146	ga0255146	biolink:Attribute	GOLD
GOLD:gp0293339	gp0293339	biolink:Attribute	GOLD
GOLD:ga0208493	ga0208493	biolink:Attribute	GOLD
GOLD:ga0207953	ga0207953	biolink:Attribute	GOLD
GOLD:ga0255154	ga0255154	biolink:Attribute	GOLD
GOLD:gp0293347	gp0293347	biolink:Attribute	GOLD
GOLD:ga0209247	ga0209247	biolink:Attribute	GOLD
GOLD:ga0255086	ga0255086	biolink:Attribute	GOLD
GOLD:gp0293279	gp0293279	biolink:Attribute	GOLD
GOLD:ga0255091	ga0255091	biolink:Attribute	GOLD
GOLD:gp0293284	gp0293284	biolink:Attribute	GOLD
GOLD:ga0255084	ga0255084	biolink:Attribute	GOLD
GOLD:gp0293277	gp0293277	biolink:Attribute	GOLD
GOLD:ga0255095	ga0255095	biolink:Attribute	GOLD
GOLD:gp0293288	gp0293288	biolink:Attribute	GOLD
GOLD:ga0255097	ga0255097	biolink:Attribute	GOLD
GOLD:gp0293290	gp0293290	biolink:Attribute	GOLD
GOLD:ga0255093	ga0255093	biolink:Attribute	GOLD
GOLD:gp0293286	gp0293286	biolink:Attribute	GOLD
GOLD:ga0255103	ga0255103	biolink:Attribute	GOLD
GOLD:gp0293296	gp0293296	biolink:Attribute	GOLD
GOLD:ga0255094	ga0255094	biolink:Attribute	GOLD
GOLD:gp0293287	gp0293287	biolink:Attribute	GOLD
GOLD:ga0255182	ga0255182	biolink:Attribute	GOLD
GOLD:gp0293375	gp0293375	biolink:Attribute	GOLD
GOLD:ga0255072	ga0255072	biolink:Attribute	GOLD
GOLD:gp0293265	gp0293265	biolink:Attribute	GOLD
GOLD:ga0255077	ga0255077	biolink:Attribute	GOLD
GOLD:gp0293270	gp0293270	biolink:Attribute	GOLD
GOLD:ga0255125	ga0255125	biolink:Attribute	GOLD
GOLD:gp0293318	gp0293318	biolink:Attribute	GOLD
GOLD:ga0255085	ga0255085	biolink:Attribute	GOLD
GOLD:gp0293278	gp0293278	biolink:Attribute	GOLD
GOLD:ga0255158	ga0255158	biolink:Attribute	GOLD
GOLD:gp0293351	gp0293351	biolink:Attribute	GOLD
GOLD:ga0209552	ga0209552	biolink:Attribute	GOLD
GOLD:ga0255075	ga0255075	biolink:Attribute	GOLD
GOLD:gp0293268	gp0293268	biolink:Attribute	GOLD
GOLD:ga0255068	ga0255068	biolink:Attribute	GOLD
GOLD:gp0293261	gp0293261	biolink:Attribute	GOLD
GOLD:ga0209651	ga0209651	biolink:Attribute	GOLD
GOLD:ga0208966	ga0208966	biolink:Attribute	GOLD
GOLD:ga0255101	ga0255101	biolink:Attribute	GOLD
GOLD:gp0293294	gp0293294	biolink:Attribute	GOLD
GOLD:ga0255123	ga0255123	biolink:Attribute	GOLD
GOLD:gp0293316	gp0293316	biolink:Attribute	GOLD
GOLD:ga0255118	ga0255118	biolink:Attribute	GOLD
GOLD:gp0293311	gp0293311	biolink:Attribute	GOLD
GOLD:ga0255120	ga0255120	biolink:Attribute	GOLD
GOLD:gp0293313	gp0293313	biolink:Attribute	GOLD
GOLD:ga0255122	ga0255122	biolink:Attribute	GOLD
GOLD:gp0293315	gp0293315	biolink:Attribute	GOLD
GOLD:ga0255119	ga0255119	biolink:Attribute	GOLD
GOLD:gp0293312	gp0293312	biolink:Attribute	GOLD
GOLD:ga0255088	ga0255088	biolink:Attribute	GOLD
GOLD:gp0293281	gp0293281	biolink:Attribute	GOLD
GOLD:ga0255121	ga0255121	biolink:Attribute	GOLD
GOLD:gp0293314	gp0293314	biolink:Attribute	GOLD
GOLD:ga0255117	ga0255117	biolink:Attribute	GOLD
GOLD:gp0293310	gp0293310	biolink:Attribute	GOLD
GOLD:ga0255079	ga0255079	biolink:Attribute	GOLD
GOLD:gp0293272	gp0293272	biolink:Attribute	GOLD
GOLD:ga0208974	ga0208974	biolink:Attribute	GOLD
GOLD:ga0208736	ga0208736	biolink:Attribute	GOLD
GOLD:gp0060308	gp0060308	biolink:Attribute	GOLD
GOLD:ga0208951	ga0208951	biolink:Attribute	GOLD
GOLD:ga0208942	ga0208942	biolink:Attribute	GOLD
GOLD:ga0208612	ga0208612	biolink:Attribute	GOLD
GOLD:ga0209135	ga0209135	biolink:Attribute	GOLD
GOLD:ga0209356	ga0209356	biolink:Attribute	GOLD
GOLD:ga0208960	ga0208960	biolink:Attribute	GOLD
GOLD:ga0209357	ga0209357	biolink:Attribute	GOLD
GOLD:ga0208975	ga0208975	biolink:Attribute	GOLD
GOLD:ga0209077	ga0209077	biolink:Attribute	GOLD
GOLD:ga0209769	ga0209769	biolink:Attribute	GOLD
GOLD:ga0209392	ga0209392	biolink:Attribute	GOLD
GOLD:ga0209553	ga0209553	biolink:Attribute	GOLD
GOLD:ga0209551	ga0209551	biolink:Attribute	GOLD
GOLD:ga0209704	ga0209704	biolink:Attribute	GOLD
GOLD:ga0209033	ga0209033	biolink:Attribute	GOLD
GOLD:ga0209446	ga0209446	biolink:Attribute	GOLD
GOLD:gp0091584	gp0091584	biolink:Attribute	GOLD
GOLD:ga0209447	ga0209447	biolink:Attribute	GOLD
GOLD:ga0209443	ga0209443	biolink:Attribute	GOLD
GOLD:ga0209188	ga0209188	biolink:Attribute	GOLD
GOLD:ga0209499	ga0209499	biolink:Attribute	GOLD
GOLD:ga0209286	ga0209286	biolink:Attribute	GOLD
GOLD:ga0209682	ga0209682	biolink:Attribute	GOLD
GOLD:ga0209467	ga0209467	biolink:Attribute	GOLD
GOLD:ga0209617	ga0209617	biolink:Attribute	GOLD
GOLD:ga0209492	ga0209492	biolink:Attribute	GOLD
GOLD:ga0209819	ga0209819	biolink:Attribute	GOLD
GOLD:ga0209703	ga0209703	biolink:Attribute	GOLD
GOLD:ga0209285	ga0209285	biolink:Attribute	GOLD
GOLD:ga0247836	ga0247836	biolink:Attribute	GOLD
GOLD:gp0291006	gp0291006	biolink:Attribute	GOLD
GOLD:spain_castile-la_mancha	spain_castile-la_mancha	biolink:NamedThing	GOLD
GOLD:ga0209248	ga0209248	biolink:Attribute	GOLD
GOLD:ga0247833	ga0247833	biolink:Attribute	GOLD
GOLD:gp0291003	gp0291003	biolink:Attribute	GOLD
GOLD:ga0209592	ga0209592	biolink:Attribute	GOLD
GOLD:ga0209442	ga0209442	biolink:Attribute	GOLD
GOLD:ga0209297	ga0209297	biolink:Attribute	GOLD
GOLD:ga0209087	ga0209087	biolink:Attribute	GOLD
GOLD:ga0209261	ga0209261	biolink:Attribute	GOLD
GOLD:ga0209190	ga0209190	biolink:Attribute	GOLD
GOLD:ga0209038	ga0209038	biolink:Attribute	GOLD
GOLD:ga0209575	ga0209575	biolink:Attribute	GOLD
GOLD:ga0209085	ga0209085	biolink:Attribute	GOLD
GOLD:ga0209593	ga0209593	biolink:Attribute	GOLD
GOLD:ga0209355	ga0209355	biolink:Attribute	GOLD
GOLD:ga0209597	ga0209597	biolink:Attribute	GOLD
GOLD:ga0209189	ga0209189	biolink:Attribute	GOLD
GOLD:ga0209084	ga0209084	biolink:Attribute	GOLD
GOLD:ga0209596	ga0209596	biolink:Attribute	GOLD
GOLD:ga0209444	ga0209444	biolink:Attribute	GOLD
GOLD:ga0209296	ga0209296	biolink:Attribute	GOLD
GOLD:ga0209598	ga0209598	biolink:Attribute	GOLD
GOLD:ga0209288	ga0209288	biolink:Attribute	GOLD
GOLD:ga0209088	ga0209088	biolink:Attribute	GOLD
GOLD:ga0209134	ga0209134	biolink:Attribute	GOLD
GOLD:ga0209655	ga0209655	biolink:Attribute	GOLD
GOLD:ga0209772	ga0209772	biolink:Attribute	GOLD
GOLD:ga0209770	ga0209770	biolink:Attribute	GOLD
GOLD:ga0209086	ga0209086	biolink:Attribute	GOLD
GOLD:ga0209768	ga0209768	biolink:Attribute	GOLD
GOLD:ga0209829	ga0209829	biolink:Attribute	GOLD
GOLD:ga0209464	ga0209464	biolink:Attribute	GOLD
GOLD:ga0209500	ga0209500	biolink:Attribute	GOLD
GOLD:ga0209448	ga0209448	biolink:Attribute	GOLD
GOLD:gp0091587	gp0091587	biolink:Attribute	GOLD
GOLD:ga0209246	ga0209246	biolink:Attribute	GOLD
GOLD:ga0209287	ga0209287	biolink:Attribute	GOLD
GOLD:ga0209972	ga0209972	biolink:Attribute	GOLD
GOLD:ga0209139	ga0209139	biolink:Attribute	GOLD
GOLD:ga0209373	ga0209373	biolink:Attribute	GOLD
GOLD:ga0209107	ga0209107	biolink:Attribute	GOLD
GOLD:ga0209353	ga0209353	biolink:Attribute	GOLD
GOLD:ga0233416	ga0233416	biolink:Attribute	GOLD
GOLD:gp0272219	gp0272219	biolink:Attribute	GOLD
GOLD:ga0209800	ga0209800	biolink:Attribute	GOLD
GOLD:ga0209358	ga0209358	biolink:Attribute	GOLD
GOLD:ga0209229	ga0209229	biolink:Attribute	GOLD
GOLD:ga0209985	ga0209985	biolink:Attribute	GOLD
GOLD:ga0209354	ga0209354	biolink:Attribute	GOLD
GOLD:ga0209656	ga0209656	biolink:Attribute	GOLD
GOLD:ga0209726	ga0209726	biolink:Attribute	GOLD
GOLD:ga0209990	ga0209990	biolink:Attribute	GOLD
GOLD:ga0209706	ga0209706	biolink:Attribute	GOLD
GOLD:ga0209514	ga0209514	biolink:Attribute	GOLD
GOLD:ga0209490	ga0209490	biolink:Attribute	GOLD
GOLD:ga0209040	ga0209040	biolink:Attribute	GOLD
GOLD:ga0209039	ga0209039	biolink:Attribute	GOLD
GOLD:ga0209773	ga0209773	biolink:Attribute	GOLD
GOLD:ga0209797	ga0209797	biolink:Attribute	GOLD
GOLD:ga0209491	ga0209491	biolink:Attribute	GOLD
GOLD:ga0209515	ga0209515	biolink:Attribute	GOLD
GOLD:ga0209230	ga0209230	biolink:Attribute	GOLD
GOLD:ga0209683	ga0209683	biolink:Attribute	GOLD
GOLD:ga0209262	ga0209262	biolink:Attribute	GOLD
GOLD:ga0209798	ga0209798	biolink:Attribute	GOLD
GOLD:ga0209390	ga0209390	biolink:Attribute	GOLD
GOLD:ga0209591	ga0209591	biolink:Attribute	GOLD
GOLD:ga0209066	ga0209066	biolink:Attribute	GOLD
GOLD:ga0209023	ga0209023	biolink:Attribute	GOLD
GOLD:ga0209397	ga0209397	biolink:Attribute	GOLD
GOLD:ga0209293	ga0209293	biolink:Attribute	GOLD
GOLD:ga0209181	ga0209181	biolink:Attribute	GOLD
GOLD:ga0209450	ga0209450	biolink:Attribute	GOLD
GOLD:ga0209496	ga0209496	biolink:Attribute	GOLD
GOLD:ga0209550	ga0209550	biolink:Attribute	GOLD
GOLD:ga0209777	ga0209777	biolink:Attribute	GOLD
GOLD:ga0209254	ga0209254	biolink:Attribute	GOLD
GOLD:ga0209668	ga0209668	biolink:Attribute	GOLD
GOLD:ga0209253	ga0209253	biolink:Attribute	GOLD
GOLD:ga0209048	ga0209048	biolink:Attribute	GOLD
GOLD:ga0209583	ga0209583	biolink:Attribute	GOLD
GOLD:ga0209069	ga0209069	biolink:Attribute	GOLD
GOLD:ga0209078	ga0209078	biolink:Attribute	GOLD
GOLD:ga0209820	ga0209820	biolink:Attribute	GOLD
GOLD:ga0209400	ga0209400	biolink:Attribute	GOLD
GOLD:ga0209191	ga0209191	biolink:Attribute	GOLD
GOLD:ga0247837	ga0247837	biolink:Attribute	GOLD
GOLD:gp0291007	gp0291007	biolink:Attribute	GOLD
GOLD:ga0209401	ga0209401	biolink:Attribute	GOLD
GOLD:ga0209079	ga0209079	biolink:Attribute	GOLD
GOLD:ga0209298	ga0209298	biolink:Attribute	GOLD
GOLD:ga0209299	ga0209299	biolink:Attribute	GOLD
GOLD:ga0209391	ga0209391	biolink:Attribute	GOLD
GOLD:ga0209702	ga0209702	biolink:Attribute	GOLD
GOLD:ga0247834	ga0247834	biolink:Attribute	GOLD
GOLD:gp0291004	gp0291004	biolink:Attribute	GOLD
GOLD:ga0209705	ga0209705	biolink:Attribute	GOLD
GOLD:ga0209284	ga0209284	biolink:Attribute	GOLD
GOLD:ga0233418	ga0233418	biolink:Attribute	GOLD
GOLD:gp0272221	gp0272221	biolink:Attribute	GOLD
GOLD:ga0265296	ga0265296	biolink:Attribute	GOLD
GOLD:gp0306215	gp0306215	biolink:Attribute	GOLD
GOLD:canada_waterloo_ontario	canada_waterloo_ontario	biolink:NamedThing	GOLD
GOLD:ga0233417	ga0233417	biolink:Attribute	GOLD
GOLD:gp0272220	gp0272220	biolink:Attribute	GOLD
GOLD:ga0247838	ga0247838	biolink:Attribute	GOLD
GOLD:gp0291008	gp0291008	biolink:Attribute	GOLD
GOLD:ga0255200	ga0255200	biolink:Attribute	GOLD
GOLD:gp0293393	gp0293393	biolink:Attribute	GOLD
GOLD:ga0255192	ga0255192	biolink:Attribute	GOLD
GOLD:gp0293385	gp0293385	biolink:Attribute	GOLD
GOLD:ga0255216	ga0255216	biolink:Attribute	GOLD
GOLD:gp0293409	gp0293409	biolink:Attribute	GOLD
GOLD:ga0255180	ga0255180	biolink:Attribute	GOLD
GOLD:gp0293373	gp0293373	biolink:Attribute	GOLD
